"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","SHPRICE","TOT","IDX2015","M","2020-08",134.6755,
"SWE","SHPRICE","TOT","IDX2015","M","2020-09",137.67,
"SWE","SHPRICE","TOT","IDX2015","M","2020-10",139.7462,
"SWE","SHPRICE","TOT","IDX2015","M","2020-11",143.8885,
"SWE","SHPRICE","TOT","IDX2015","M","2020-12",147.1665,
"SWE","SHPRICE","TOT","IDX2015","M","2021-01",152.8859,
"SWE","SHPRICE","TOT","IDX2015","M","2021-02",157.5254,
"SWE","SHPRICE","TOT","IDX2015","M","2021-03",165.4887,
"SWE","SHPRICE","TOT","IDX2015","M","2021-04",174.1068,
"SWE","SHPRICE","TOT","IDX2015","M","2021-05",174.1487,
"SWE","SHPRICE","TOT","IDX2015","M","2021-06",178.315,
"SWE","SHPRICE","TOT","IDX2015","M","2021-07",185.9968,
"SWE","SHPRICE","TOT","IDX2015","M","2021-08",192.8342,
"SWE","SHPRICE","TOT","IDX2015","M","2021-09",187.7037,
"SWE","SHPRICE","TOT","IDX2015","M","2021-10",184.3419,
"SWE","SHPRICE","TOT","IDX2015","M","2021-11",195.2358,
"SWE","SHPRICE","TOT","IDX2015","M","2021-12",194.6928,
"SWE","SHPRICE","TOT","IDX2015","M","2022-01",188.9853,
"SWE","SHPRICE","TOT","IDX2015","M","2022-02",175.8017,
"SWE","SHPRICE","TOT","IDX2015","M","2022-03",167.5349,
"SWE","SHPRICE","TOT","IDX2015","M","2022-04",168.8944,
"SWE","SHPRICE","TOT","IDX2015","M","2022-05",156.5891,
"SWE","SHPRICE","TOT","IDX2015","M","2022-06",150.1031,
"SWE","SHPRICE","TOT","IDX2015","M","2022-07",149.1848,
"SWE","SHPRICE","TOT","IDX2015","M","2022-08",154.483,
"SWE","SHPRICE","TOT","IDX2015","M","2022-09",141.8523,
"SWE","SHPRICE","TOT","IDX2015","M","2022-10",139.9538,
"SWE","SHPRICE","TOT","IDX2015","M","2022-11",152.8121,
"SWE","SHPRICE","TOT","IDX2015","M","2022-12",153.9939,
"SWE","SHPRICE","TOT","IDX2015","M","2023-01",161.6478,
"SWE","SHPRICE","TOT","IDX2015","M","2023-02",166.4409,
"SWE","SHPRICE","TOT","IDX2015","M","2023-03",159.6634,
"SWE","SHPRICE","TOT","IDX2015","M","2023-04",163.4484,
"SWE","SHPRICE","TOT","IDX2015","M","2023-05",163.0691,
"SWE","SHPRICE","TOT","IDX2015","M","2023-06",163.5982,
"SWE","SHPRICE","TOT","IDX2015","M","2023-07",162.0011,
"SWE","SHPRICE","TOT","IDX2015","M","2023-08",157.7769,
"SWE","SHPRICE","TOT","IDX2015","M","2023-09",155.8644,
"CHE","SHPRICE","TOT","IDX2015","M","2013-10",89.12628,
"CHE","SHPRICE","TOT","IDX2015","M","2013-11",91.50639,
"CHE","SHPRICE","TOT","IDX2015","M","2013-12",89.33995,
"CHE","SHPRICE","TOT","IDX2015","M","2014-01",92.45859,
"CHE","SHPRICE","TOT","IDX2015","M","2014-02",92.99287,
"CHE","SHPRICE","TOT","IDX2015","M","2014-03",92.812,
"CHE","SHPRICE","TOT","IDX2015","M","2014-04",93.87033,
"CHE","SHPRICE","TOT","IDX2015","M","2014-05",95.82268,
"CHE","SHPRICE","TOT","IDX2015","M","2014-06",96.60652,
"CHE","SHPRICE","TOT","IDX2015","M","2014-07",95.74844,
"CHE","SHPRICE","TOT","IDX2015","M","2014-08",94.62968,
"CHE","SHPRICE","TOT","IDX2015","M","2014-09",98.11515,
"CHE","SHPRICE","TOT","IDX2015","M","2014-10",94.5416,
"CHE","SHPRICE","TOT","IDX2015","M","2014-11",99.39621,
"CHE","SHPRICE","TOT","IDX2015","M","2014-12",100.2376,
"CHE","SHPRICE","TOT","IDX2015","M","2015-01",95.6954,
"CHE","SHPRICE","TOT","IDX2015","M","2015-02",97.43086,
"CHE","SHPRICE","TOT","IDX2015","M","2015-03",102.2795,
"CHE","SHPRICE","TOT","IDX2015","M","2015-04",103.6489,
"CHE","SHPRICE","TOT","IDX2015","M","2015-05",102.3982,
"CHE","SHPRICE","TOT","IDX2015","M","2015-06",100.7679,
"CHE","SHPRICE","TOT","IDX2015","M","2015-07",102.4225,
"CHE","SHPRICE","TOT","IDX2015","M","2015-08",102.1024,
"CHE","SHPRICE","TOT","IDX2015","M","2015-09",96.7589,
"CHE","SHPRICE","TOT","IDX2015","M","2015-10",97.85314,
"CHE","SHPRICE","TOT","IDX2015","M","2015-11",100.2777,
"CHE","SHPRICE","TOT","IDX2015","M","2015-12",98.36466,
"CHE","SHPRICE","TOT","IDX2015","M","2016-01",94.1601,
"CHE","SHPRICE","TOT","IDX2015","M","2016-02",89.55332,
"CHE","SHPRICE","TOT","IDX2015","M","2016-03",90.67094,
"CHE","SHPRICE","TOT","IDX2015","M","2016-04",91.34738,
"CHE","SHPRICE","TOT","IDX2015","M","2016-05",91.72717,
"CHE","SHPRICE","TOT","IDX2015","M","2016-06",91.00372,
"CHE","SHPRICE","TOT","IDX2015","M","2016-07",93.04049,
"CHE","SHPRICE","TOT","IDX2015","M","2016-08",94.12891,
"CHE","SHPRICE","TOT","IDX2015","M","2016-09",94.63661,
"CHE","SHPRICE","TOT","IDX2015","M","2016-10",92.95586,
"CHE","SHPRICE","TOT","IDX2015","M","2016-11",90.43214,
"CHE","SHPRICE","TOT","IDX2015","M","2016-12",93.48207,
"CHE","SHPRICE","TOT","IDX2015","M","2017-01",96.22167,
"CHE","SHPRICE","TOT","IDX2015","M","2017-02",97.77524,
"CHE","SHPRICE","TOT","IDX2015","M","2017-03",100.1802,
"CHE","SHPRICE","TOT","IDX2015","M","2017-04",100.7678,
"CHE","SHPRICE","TOT","IDX2015","M","2017-05",105.2183,
"CHE","SHPRICE","TOT","IDX2015","M","2017-06",104.6267,
"CHE","SHPRICE","TOT","IDX2015","M","2017-07",104.7508,
"CHE","SHPRICE","TOT","IDX2015","M","2017-08",104.9818,
"CHE","SHPRICE","TOT","IDX2015","M","2017-09",105.6664,
"CHE","SHPRICE","TOT","IDX2015","M","2017-10",108.2961,
"CHE","SHPRICE","TOT","IDX2015","M","2017-11",108.648,
"CHE","SHPRICE","TOT","IDX2015","M","2017-12",109.8752,
"CHE","SHPRICE","TOT","IDX2015","M","2018-01",111.5506,
"CHE","SHPRICE","TOT","IDX2015","M","2018-02",105.4753,
"CHE","SHPRICE","TOT","IDX2015","M","2018-03",103.6068,
"CHE","SHPRICE","TOT","IDX2015","M","2018-04",103.52,
"CHE","SHPRICE","TOT","IDX2015","M","2018-05",105.1449,
"CHE","SHPRICE","TOT","IDX2015","M","2018-06",102.1532,
"CHE","SHPRICE","TOT","IDX2015","M","2018-07",105.4184,
"CHE","SHPRICE","TOT","IDX2015","M","2018-08",107.5232,
"CHE","SHPRICE","TOT","IDX2015","M","2018-09",106.1789,
"CHE","SHPRICE","TOT","IDX2015","M","2018-10",104.054,
"CHE","SHPRICE","TOT","IDX2015","M","2018-11",104.3456,
"CHE","SHPRICE","TOT","IDX2015","M","2018-12",100.0748,
"CHE","SHPRICE","TOT","IDX2015","M","2019-01",102.2117,
"CHE","SHPRICE","TOT","IDX2015","M","2019-02",107.2538,
"CHE","SHPRICE","TOT","IDX2015","M","2019-03",109.8505,
"CHE","SHPRICE","TOT","IDX2015","M","2019-04",112.373,
"CHE","SHPRICE","TOT","IDX2015","M","2019-05",112.4548,
"CHE","SHPRICE","TOT","IDX2015","M","2019-06",115.0188,
"CHE","SHPRICE","TOT","IDX2015","M","2019-07",116.6521,
"CHE","SHPRICE","TOT","IDX2015","M","2019-08",114.9528,
"CHE","SHPRICE","TOT","IDX2015","M","2019-09",117.7932,
"CHE","SHPRICE","TOT","IDX2015","M","2019-10",117.4462,
"CHE","SHPRICE","TOT","IDX2015","M","2019-11",121.1785,
"CHE","SHPRICE","TOT","IDX2015","M","2019-12",123.2412,
"CHE","SHPRICE","TOT","IDX2015","M","2020-01",125.7188,
"CHE","SHPRICE","TOT","IDX2015","M","2020-02",127.1343,
"CHE","SHPRICE","TOT","IDX2015","M","2020-03",106.1156,
"CHE","SHPRICE","TOT","IDX2015","M","2020-04",111.4074,
"CHE","SHPRICE","TOT","IDX2015","M","2020-05",113.4948,
"CHE","SHPRICE","TOT","IDX2015","M","2020-06",117.143,
"CHE","SHPRICE","TOT","IDX2015","M","2020-07",119.4817,
"CHE","SHPRICE","TOT","IDX2015","M","2020-08",119.0635,
"CHE","SHPRICE","TOT","IDX2015","M","2020-09",120.6628,
"CHE","SHPRICE","TOT","IDX2015","M","2020-10",118.2801,
"CHE","SHPRICE","TOT","IDX2015","M","2020-11",121.2348,
"CHE","SHPRICE","TOT","IDX2015","M","2020-12",121.9143,
"CHE","SHPRICE","TOT","IDX2015","M","2021-01",126.0927,
"CHE","SHPRICE","TOT","IDX2015","M","2021-02",125.8398,
"CHE","SHPRICE","TOT","IDX2015","M","2021-03",127.8918,
"CHE","SHPRICE","TOT","IDX2015","M","2021-04",131.3461,
"CHE","SHPRICE","TOT","IDX2015","M","2021-05",131.188,
"CHE","SHPRICE","TOT","IDX2015","M","2021-06",138.8929,
"CHE","SHPRICE","TOT","IDX2015","M","2021-07",141.1449,
"CHE","SHPRICE","TOT","IDX2015","M","2021-08",144.9178,
"CHE","SHPRICE","TOT","IDX2015","M","2021-09",141.6515,
"CHE","SHPRICE","TOT","IDX2015","M","2021-10",139.8037,
"CHE","SHPRICE","TOT","IDX2015","M","2021-11",145.5422,
"CHE","SHPRICE","TOT","IDX2015","M","2021-12",147.2311,
"CHE","SHPRICE","TOT","IDX2015","M","2022-01",144.9727,
"CHE","SHPRICE","TOT","IDX2015","M","2022-02",139.8382,
"CHE","SHPRICE","TOT","IDX2015","M","2022-03",136.7586,
"CHE","SHPRICE","TOT","IDX2015","M","2022-04",141.1853,
"CHE","SHPRICE","TOT","IDX2015","M","2022-05",133.0707,
"CHE","SHPRICE","TOT","IDX2015","M","2022-06",125.3428,
"CHE","SHPRICE","TOT","IDX2015","M","2022-07",126.2662,
"CHE","SHPRICE","TOT","IDX2015","M","2022-08",127.5997,
"CHE","SHPRICE","TOT","IDX2015","M","2022-09",120.4906,
"CHE","SHPRICE","TOT","IDX2015","M","2022-10",119.1282,
"CHE","SHPRICE","TOT","IDX2015","M","2022-11",124.7747,
"CHE","SHPRICE","TOT","IDX2015","M","2022-12",124.1206,
"CHE","SHPRICE","TOT","IDX2015","M","2023-01",128.1785,
"CHE","SHPRICE","TOT","IDX2015","M","2023-02",128.4929,
"CHE","SHPRICE","TOT","IDX2015","M","2023-03",124.77,
"CHE","SHPRICE","TOT","IDX2015","M","2023-04",129.356,
"CHE","SHPRICE","TOT","IDX2015","M","2023-05",130.6739,
"CHE","SHPRICE","TOT","IDX2015","M","2023-06",128.2329,
"CHE","SHPRICE","TOT","IDX2015","M","2023-07",126.8125,
"CHE","SHPRICE","TOT","IDX2015","M","2023-08",125.6991,
"CHE","SHPRICE","TOT","IDX2015","M","2023-09",124.8924,
"TUR","SHPRICE","TOT","IDX2015","M","2013-10",95.54976,
"TUR","SHPRICE","TOT","IDX2015","M","2013-11",92.71626,
"TUR","SHPRICE","TOT","IDX2015","M","2013-12",87.84872,
"TUR","SHPRICE","TOT","IDX2015","M","2014-01",81.90652,
"TUR","SHPRICE","TOT","IDX2015","M","2014-02",78.72843,
"TUR","SHPRICE","TOT","IDX2015","M","2014-03",80.13031,
"TUR","SHPRICE","TOT","IDX2015","M","2014-04",90.04388,
"TUR","SHPRICE","TOT","IDX2015","M","2014-05",94.58791,
"TUR","SHPRICE","TOT","IDX2015","M","2014-06",97.97547,
"TUR","SHPRICE","TOT","IDX2015","M","2014-07",100.4198,
"TUR","SHPRICE","TOT","IDX2015","M","2014-08",98.22089,
"TUR","SHPRICE","TOT","IDX2015","M","2014-09",97.09543,
"TUR","SHPRICE","TOT","IDX2015","M","2014-10",94.71062,
"TUR","SHPRICE","TOT","IDX2015","M","2014-11",100.6677,
"TUR","SHPRICE","TOT","IDX2015","M","2014-12",104.3379,
"TUR","SHPRICE","TOT","IDX2015","M","2015-01",109.5909,
"TUR","SHPRICE","TOT","IDX2015","M","2015-02",106.2566,
"TUR","SHPRICE","TOT","IDX2015","M","2015-03",100.2686,
"TUR","SHPRICE","TOT","IDX2015","M","2015-04",103.2806,
"TUR","SHPRICE","TOT","IDX2015","M","2015-05",105.5538,
"TUR","SHPRICE","TOT","IDX2015","M","2015-06",100.99,
"TUR","SHPRICE","TOT","IDX2015","M","2015-07",100.3318,
"TUR","SHPRICE","TOT","IDX2015","M","2015-08",94.51726,
"TUR","SHPRICE","TOT","IDX2015","M","2015-09",91.18546,
"TUR","SHPRICE","TOT","IDX2015","M","2015-10",97.42638,
"TUR","SHPRICE","TOT","IDX2015","M","2015-11",99.5546,
"TUR","SHPRICE","TOT","IDX2015","M","2015-12",91.04416,
"TUR","SHPRICE","TOT","IDX2015","M","2016-01",88.26271,
"TUR","SHPRICE","TOT","IDX2015","M","2016-02",90.68842,
"TUR","SHPRICE","TOT","IDX2015","M","2016-03",99.12946,
"TUR","SHPRICE","TOT","IDX2015","M","2016-04",104.8163,
"TUR","SHPRICE","TOT","IDX2015","M","2016-05",97.28383,
"TUR","SHPRICE","TOT","IDX2015","M","2016-06",95.30434,
"TUR","SHPRICE","TOT","IDX2015","M","2016-07",95.71338,
"TUR","SHPRICE","TOT","IDX2015","M","2016-08",95.64397,
"TUR","SHPRICE","TOT","IDX2015","M","2016-09",95.94269,
"TUR","SHPRICE","TOT","IDX2015","M","2016-10",96.9628,
"TUR","SHPRICE","TOT","IDX2015","M","2016-11",93.44632,
"TUR","SHPRICE","TOT","IDX2015","M","2016-12",94.77879,
"TUR","SHPRICE","TOT","IDX2015","M","2017-01",100.3814,
"TUR","SHPRICE","TOT","IDX2015","M","2017-02",109.219,
"TUR","SHPRICE","TOT","IDX2015","M","2017-03",111.3696,
"TUR","SHPRICE","TOT","IDX2015","M","2017-04",113.1495,
"TUR","SHPRICE","TOT","IDX2015","M","2017-05",118.7421,
"TUR","SHPRICE","TOT","IDX2015","M","2017-06",122.8709,
"TUR","SHPRICE","TOT","IDX2015","M","2017-07",129.7452,
"TUR","SHPRICE","TOT","IDX2015","M","2017-08",134.4529,
"TUR","SHPRICE","TOT","IDX2015","M","2017-09",132.0544,
"TUR","SHPRICE","TOT","IDX2015","M","2017-10",131.5859,
"TUR","SHPRICE","TOT","IDX2015","M","2017-11",133.677,
"TUR","SHPRICE","TOT","IDX2015","M","2017-12",135.6986,
"TUR","SHPRICE","TOT","IDX2015","M","2018-01",144.6862,
"TUR","SHPRICE","TOT","IDX2015","M","2018-02",144.0913,
"TUR","SHPRICE","TOT","IDX2015","M","2018-03",144.623,
"TUR","SHPRICE","TOT","IDX2015","M","2018-04",137.3818,
"TUR","SHPRICE","TOT","IDX2015","M","2018-05",127.1348,
"TUR","SHPRICE","TOT","IDX2015","M","2018-06",118.757,
"TUR","SHPRICE","TOT","IDX2015","M","2018-07",117.2919,
"TUR","SHPRICE","TOT","IDX2015","M","2018-08",115.0261,
"TUR","SHPRICE","TOT","IDX2015","M","2018-09",118.3492,
"TUR","SHPRICE","TOT","IDX2015","M","2018-10",117.9042,
"TUR","SHPRICE","TOT","IDX2015","M","2018-11",116.0661,
"TUR","SHPRICE","TOT","IDX2015","M","2018-12",113.8387,
"TUR","SHPRICE","TOT","IDX2015","M","2019-01",118.6678,
"TUR","SHPRICE","TOT","IDX2015","M","2019-02",127.6269,
"TUR","SHPRICE","TOT","IDX2015","M","2019-03",125.0983,
"TUR","SHPRICE","TOT","IDX2015","M","2019-04",119.1388,
"TUR","SHPRICE","TOT","IDX2015","M","2019-05",109.8152,
"TUR","SHPRICE","TOT","IDX2015","M","2019-06",115.4228,
"TUR","SHPRICE","TOT","IDX2015","M","2019-07",124.3484,
"TUR","SHPRICE","TOT","IDX2015","M","2019-08",121.0712,
"TUR","SHPRICE","TOT","IDX2015","M","2019-09",125.6573,
"TUR","SHPRICE","TOT","IDX2015","M","2019-10",123.1436,
"TUR","SHPRICE","TOT","IDX2015","M","2019-11",129.4862,
"TUR","SHPRICE","TOT","IDX2015","M","2019-12",137.1934,
"TUR","SHPRICE","TOT","IDX2015","M","2020-01",147.3884,
"TUR","SHPRICE","TOT","IDX2015","M","2020-02",146.1774,
"TUR","SHPRICE","TOT","IDX2015","M","2020-03",118.1311,
"TUR","SHPRICE","TOT","IDX2015","M","2020-04",119.4264,
"TUR","SHPRICE","TOT","IDX2015","M","2020-05",125.35,
"TUR","SHPRICE","TOT","IDX2015","M","2020-06",138.3387,
"TUR","SHPRICE","TOT","IDX2015","M","2020-07",145.1833,
"TUR","SHPRICE","TOT","IDX2015","M","2020-08",135.8287,
"TUR","SHPRICE","TOT","IDX2015","M","2020-09",136.8365,
"TUR","SHPRICE","TOT","IDX2015","M","2020-10",144.6094,
"TUR","SHPRICE","TOT","IDX2015","M","2020-11",156.6537,
"TUR","SHPRICE","TOT","IDX2015","M","2020-12",172.2132,
"TUR","SHPRICE","TOT","IDX2015","M","2021-01",189.1498,
"TUR","SHPRICE","TOT","IDX2015","M","2021-02",189.4795,
"TUR","SHPRICE","TOT","IDX2015","M","2021-03",184.959,
"TUR","SHPRICE","TOT","IDX2015","M","2021-04",172.6346,
"TUR","SHPRICE","TOT","IDX2015","M","2021-05",178.0661,
"TUR","SHPRICE","TOT","IDX2015","M","2021-06",175.9714,
"TUR","SHPRICE","TOT","IDX2015","M","2021-07",169.4739,
"TUR","SHPRICE","TOT","IDX2015","M","2021-08",178.7615,
"TUR","SHPRICE","TOT","IDX2015","M","2021-09",176.6618,
"TUR","SHPRICE","TOT","IDX2015","M","2021-10",178.2719,
"TUR","SHPRICE","TOT","IDX2015","M","2021-11",208.5939,
"TUR","SHPRICE","TOT","IDX2015","M","2021-12",243.7289,
"TUR","SHPRICE","TOT","IDX2015","M","2022-01",248.8394,
"TUR","SHPRICE","TOT","IDX2015","M","2022-02",247.9147,
"TUR","SHPRICE","TOT","IDX2015","M","2022-03",260.7969,
"TUR","SHPRICE","TOT","IDX2015","M","2022-04",301.5159,
"TUR","SHPRICE","TOT","IDX2015","M","2022-05",301.537,
"TUR","SHPRICE","TOT","IDX2015","M","2022-06",314.977,
"TUR","SHPRICE","TOT","IDX2015","M","2022-07",305.7538,
"TUR","SHPRICE","TOT","IDX2015","M","2022-08",363.3586,
"TUR","SHPRICE","TOT","IDX2015","M","2022-09",411.8022,
"TUR","SHPRICE","TOT","IDX2015","M","2022-10",462.9503,
"TUR","SHPRICE","TOT","IDX2015","M","2022-11",564.2861,
"TUR","SHPRICE","TOT","IDX2015","M","2022-12",647.8486,
"TUR","SHPRICE","TOT","IDX2015","M","2023-01",650.723,
"TUR","SHPRICE","TOT","IDX2015","M","2023-02",603.3962,
"TUR","SHPRICE","TOT","IDX2015","M","2023-03",637.5173,
"TUR","SHPRICE","TOT","IDX2015","M","2023-04",616.2871,
"TUR","SHPRICE","TOT","IDX2015","M","2023-05",568.3678,
"TUR","SHPRICE","TOT","IDX2015","M","2023-06",678.4359,
"TUR","SHPRICE","TOT","IDX2015","M","2023-07",804.656,
"TUR","SHPRICE","TOT","IDX2015","M","2023-08",943.6888,
"TUR","SHPRICE","TOT","IDX2015","M","2023-09",1004.694,
"GBR","SHPRICE","TOT","IDX2015","M","2013-10",99.6535,
"GBR","SHPRICE","TOT","IDX2015","M","2013-11",101.5092,
"GBR","SHPRICE","TOT","IDX2015","M","2013-12",99.83622,
"GBR","SHPRICE","TOT","IDX2015","M","2014-01",101.8433,
"GBR","SHPRICE","TOT","IDX2015","M","2014-02",101.4896,
"GBR","SHPRICE","TOT","IDX2015","M","2014-03",100.5595,
"GBR","SHPRICE","TOT","IDX2015","M","2014-04",100.83,
"GBR","SHPRICE","TOT","IDX2015","M","2014-05",103.6177,
"GBR","SHPRICE","TOT","IDX2015","M","2014-06",103.177,
"GBR","SHPRICE","TOT","IDX2015","M","2014-07",102.6874,
"GBR","SHPRICE","TOT","IDX2015","M","2014-08",101.826,
"GBR","SHPRICE","TOT","IDX2015","M","2014-09",102.7743,
"GBR","SHPRICE","TOT","IDX2015","M","2014-10",97.177,
"GBR","SHPRICE","TOT","IDX2015","M","2014-11",100.748,
"GBR","SHPRICE","TOT","IDX2015","M","2014-12",99.29762,
"GBR","SHPRICE","TOT","IDX2015","M","2015-01",100.2738,
"GBR","SHPRICE","TOT","IDX2015","M","2015-02",104.3025,
"GBR","SHPRICE","TOT","IDX2015","M","2015-03",104.3932,
"GBR","SHPRICE","TOT","IDX2015","M","2015-04",106.0855,
"GBR","SHPRICE","TOT","IDX2015","M","2015-05",105.9059,
"GBR","SHPRICE","TOT","IDX2015","M","2015-06",102.8565,
"GBR","SHPRICE","TOT","IDX2015","M","2015-07",100.7856,
"GBR","SHPRICE","TOT","IDX2015","M","2015-08",97.74457,
"GBR","SHPRICE","TOT","IDX2015","M","2015-09",92.30527,
"GBR","SHPRICE","TOT","IDX2015","M","2015-10",96.14877,
"GBR","SHPRICE","TOT","IDX2015","M","2015-11",95.63457,
"GBR","SHPRICE","TOT","IDX2015","M","2015-12",93.56385,
"GBR","SHPRICE","TOT","IDX2015","M","2016-01",90.03909,
"GBR","SHPRICE","TOT","IDX2015","M","2016-02",89.18767,
"GBR","SHPRICE","TOT","IDX2015","M","2016-03",93.30228,
"GBR","SHPRICE","TOT","IDX2015","M","2016-04",95.1037,
"GBR","SHPRICE","TOT","IDX2015","M","2016-05",93.60706,
"GBR","SHPRICE","TOT","IDX2015","M","2016-06",93.63906,
"GBR","SHPRICE","TOT","IDX2015","M","2016-07",100.9262,
"GBR","SHPRICE","TOT","IDX2015","M","2016-08",103.4513,
"GBR","SHPRICE","TOT","IDX2015","M","2016-09",103.3202,
"GBR","SHPRICE","TOT","IDX2015","M","2016-10",106.3142,
"GBR","SHPRICE","TOT","IDX2015","M","2016-11",103.1622,
"GBR","SHPRICE","TOT","IDX2015","M","2016-12",105.7012,
"GBR","SHPRICE","TOT","IDX2015","M","2017-01",109.302,
"GBR","SHPRICE","TOT","IDX2015","M","2017-02",109.79,
"GBR","SHPRICE","TOT","IDX2015","M","2017-03",111.5961,
"GBR","SHPRICE","TOT","IDX2015","M","2017-04",110.2385,
"GBR","SHPRICE","TOT","IDX2015","M","2017-05",112.4915,
"GBR","SHPRICE","TOT","IDX2015","M","2017-06",113.1798,
"GBR","SHPRICE","TOT","IDX2015","M","2017-07",112.1469,
"GBR","SHPRICE","TOT","IDX2015","M","2017-08",112.3438,
"GBR","SHPRICE","TOT","IDX2015","M","2017-09",111.2187,
"GBR","SHPRICE","TOT","IDX2015","M","2017-10",113.8502,
"GBR","SHPRICE","TOT","IDX2015","M","2017-11",112.835,
"GBR","SHPRICE","TOT","IDX2015","M","2017-12",113.6094,
"GBR","SHPRICE","TOT","IDX2015","M","2018-01",116.6877,
"GBR","SHPRICE","TOT","IDX2015","M","2018-02",110.0247,
"GBR","SHPRICE","TOT","IDX2015","M","2018-03",107.4874,
"GBR","SHPRICE","TOT","IDX2015","M","2018-04",110.3475,
"GBR","SHPRICE","TOT","IDX2015","M","2018-05",116.5558,
"GBR","SHPRICE","TOT","IDX2015","M","2018-06",116.1057,
"GBR","SHPRICE","TOT","IDX2015","M","2018-07",116.0167,
"GBR","SHPRICE","TOT","IDX2015","M","2018-08",115.3089,
"GBR","SHPRICE","TOT","IDX2015","M","2018-09",111.9961,
"GBR","SHPRICE","TOT","IDX2015","M","2018-10",108.2222,
"GBR","SHPRICE","TOT","IDX2015","M","2018-11",106.7632,
"GBR","SHPRICE","TOT","IDX2015","M","2018-12",102.8222,
"GBR","SHPRICE","TOT","IDX2015","M","2019-01",103.9577,
"GBR","SHPRICE","TOT","IDX2015","M","2019-02",108.3783,
"GBR","SHPRICE","TOT","IDX2015","M","2019-03",109.2462,
"GBR","SHPRICE","TOT","IDX2015","M","2019-04",112.7637,
"GBR","SHPRICE","TOT","IDX2015","M","2019-05",110.3894,
"GBR","SHPRICE","TOT","IDX2015","M","2019-06",111.5929,
"GBR","SHPRICE","TOT","IDX2015","M","2019-07",114.4728,
"GBR","SHPRICE","TOT","IDX2015","M","2019-08",109.1551,
"GBR","SHPRICE","TOT","IDX2015","M","2019-09",110.9959,
"GBR","SHPRICE","TOT","IDX2015","M","2019-10",109.4995,
"GBR","SHPRICE","TOT","IDX2015","M","2019-11",111.4263,
"GBR","SHPRICE","TOT","IDX2015","M","2019-12",112.5802,
"GBR","SHPRICE","TOT","IDX2015","M","2020-01",114.5953,
"GBR","SHPRICE","TOT","IDX2015","M","2020-02",110.8974,
"GBR","SHPRICE","TOT","IDX2015","M","2020-03",87.06705,
"GBR","SHPRICE","TOT","IDX2015","M","2020-04",87.03309,
"GBR","SHPRICE","TOT","IDX2015","M","2020-05",90.33038,
"GBR","SHPRICE","TOT","IDX2015","M","2020-06",94.69035,
"GBR","SHPRICE","TOT","IDX2015","M","2020-07",93.51866,
"GBR","SHPRICE","TOT","IDX2015","M","2020-08",92.02005,
"GBR","SHPRICE","TOT","IDX2015","M","2020-09",89.9651,
"GBR","SHPRICE","TOT","IDX2015","M","2020-10",88.72897,
"GBR","SHPRICE","TOT","IDX2015","M","2020-11",94.35523,
"GBR","SHPRICE","TOT","IDX2015","M","2020-12",98.82664,
"GBR","SHPRICE","TOT","IDX2015","M","2021-01",101.4009,
"GBR","SHPRICE","TOT","IDX2015","M","2021-02",99.82986,
"GBR","SHPRICE","TOT","IDX2015","M","2021-03",101.8014,
"GBR","SHPRICE","TOT","IDX2015","M","2021-04",104.7217,
"GBR","SHPRICE","TOT","IDX2015","M","2021-05",106.4692,
"GBR","SHPRICE","TOT","IDX2015","M","2021-06",107.6213,
"GBR","SHPRICE","TOT","IDX2015","M","2021-07",106.8666,
"GBR","SHPRICE","TOT","IDX2015","M","2021-08",108.2514,
"GBR","SHPRICE","TOT","IDX2015","M","2021-09",107.1312,
"GBR","SHPRICE","TOT","IDX2015","M","2021-10",108.6177,
"GBR","SHPRICE","TOT","IDX2015","M","2021-11",110.1591,
"GBR","SHPRICE","TOT","IDX2015","M","2021-12",110.5146,
"GBR","SHPRICE","TOT","IDX2015","M","2022-01",113.6568,
"GBR","SHPRICE","TOT","IDX2015","M","2022-02",114.2632,
"GBR","SHPRICE","TOT","IDX2015","M","2022-03",110.9183,
"GBR","SHPRICE","TOT","IDX2015","M","2022-04",114.6437,
"GBR","SHPRICE","TOT","IDX2015","M","2022-05",112.9969,
"GBR","SHPRICE","TOT","IDX2015","M","2022-06",110.677,
"GBR","SHPRICE","TOT","IDX2015","M","2022-07",109.5683,
"GBR","SHPRICE","TOT","IDX2015","M","2022-08",113.2166,
"GBR","SHPRICE","TOT","IDX2015","M","2022-09",109.0082,
"GBR","SHPRICE","TOT","IDX2015","M","2022-10",105.719,
"GBR","SHPRICE","TOT","IDX2015","M","2022-11",111.7236,
"GBR","SHPRICE","TOT","IDX2015","M","2022-12",113.3291,
"GBR","SHPRICE","TOT","IDX2015","M","2023-01",117.266,
"GBR","SHPRICE","TOT","IDX2015","M","2023-02",120.0188,
"GBR","SHPRICE","TOT","IDX2015","M","2023-03",115.8184,
"GBR","SHPRICE","TOT","IDX2015","M","2023-04",118.566,
"GBR","SHPRICE","TOT","IDX2015","M","2023-05",116.9485,
"GBR","SHPRICE","TOT","IDX2015","M","2023-06",114.5883,
"GBR","SHPRICE","TOT","IDX2015","M","2023-07",113.9178,
"GBR","SHPRICE","TOT","IDX2015","M","2023-08",112.8674,
"GBR","SHPRICE","TOT","IDX2015","M","2023-09",114.8787,
"USA","SHPRICE","TOT","IDX2015","M","2013-10",92.16814,
